C1,Q1_percent,C2,q,single_stage_0_80,C2_effective,tau_0_80_min,E0_20,E20_40,E40_60,E60_80,observed_train_parameter_combo,d5_raw,d5_soc,passes_raw_5nn,passes_soc_5nn,passes_double_5nn,support_bootstrap_rate,passes_support_bootstrap,q2b_pred_log_life,q2b_pred_cycle_life,model_disagreement_log,candidate_type,status,status_reason
1.0,27.0,3.0,0.27,False,3.0,26.8,1.0,2.3,3.0,3.0,False,2.539426357366915,24.040930014790337,False,False,False,0.0,False,5.994083920505795,401.04912278143144,N/A,new_parameter_combo,rejected,no_support
1.0,27.0,3.5,0.27,False,3.5,25.28571428571429,1.0,2.625,3.5,3.4999999999999996,False,2.2849580222107604,21.780718070560493,False,False,False,0.0,False,6.089695786869319,441.28714538027623,N/A,new_parameter_combo,rejected,no_support
1.0,27.0,3.6,0.27,False,3.6,25.033333333333335,1.0,2.69,3.6,3.6000000000000005,False,2.2296710885835402,21.404362463620725,False,False,False,0.0,False,6.059313764715134,428.08157136131337,N/A,new_parameter_combo,rejected,no_support
1.0,27.0,4.0,0.27,False,4.0,24.150000000000002,1.0,2.95,4.0,4.0,False,2.244122595690752,20.09119732958126,False,False,False,0.0,False,5.772771024675429,321.427182388376,N/A,new_parameter_combo,rejected,no_support
1.0,27.0,4.25,0.27,False,4.25,23.68235294117647,1.0,3.1125000000000003,4.25,4.25,False,2.146618722264276,19.401149984625107,False,False,False,0.0,False,5.5449805515290675,255.94960036650238,N/A,new_parameter_combo,rejected,no_support
1.0,27.0,4.4,0.27,False,4.4,23.42727272727273,1.0,3.2100000000000004,4.4,4.4,False,2.070355510238643,19.02744361428439,False,False,False,0.0,False,5.440760090127588,230.61740687362746,N/A,new_parameter_combo,rejected,no_support
1.0,27.0,4.5,0.27,False,4.5,23.266666666666666,1.0,3.275,4.5,4.5,False,2.0218733735759797,18.79347024837642,False,False,False,0.0,False,5.3848022085625775,218.0669680625727,N/A,new_parameter_combo,rejected,no_support
1.0,27.0,4.75,0.27,False,4.75,22.894736842105264,1.0,3.4375,4.75,4.75,False,1.9275956526201241,18.25682386636047,False,False,False,0.0,False,5.292235995775959,198.78741666708984,N/A,new_parameter_combo,rejected,no_support
1.0,27.0,4.8,0.27,False,4.8,22.825,1.0,3.4699999999999998,4.8,4.8,False,1.923856803402998,18.15719416944365,False,False,False,0.0,False,5.281836208840221,196.73078270210112,N/A,new_parameter_combo,rejected,no_support
1.0,27.0,4.85,0.27,False,4.85,22.756701030927836,1.0,3.5024999999999995,4.85,4.85,False,1.920943778458912,18.05997868045576,False,False,False,0.0,False,5.2741409071116765,195.22269002614087,N/A,new_parameter_combo,rejected,no_support
1.0,27.0,5.0,0.27,False,5.0,22.56,1.0,3.5999999999999996,5.0,5.000000000000001,False,1.9171919570037848,17.782232733092954,False,False,False,0.0,False,5.267281913169214,193.88824050011084,N/A,new_parameter_combo,rejected,no_support
1.0,27.0,5.4,0.27,False,5.4,22.08888888888889,1.0,3.86,5.4,5.4,False,1.943714227966653,17.13451016410701,False,False,False,0.0,False,5.306907412645281,201.7254092824284,N/A,new_parameter_combo,rejected,no_support
1.0,27.0,5.5,0.27,False,5.5,21.981818181818184,1.0,3.9250000000000007,5.499999999999999,5.5,False,1.9528400302312197,16.99177642837365,False,False,False,0.0,False,5.3247707648589735,205.36127904686788,N/A,new_parameter_combo,rejected,no_support
1.0,27.0,6.0,0.27,False,6.0,21.5,1.0,4.25,6.0,6.0,False,1.911435111028745,16.358928134628968,False,False,False,0.0,False,5.461829389995491,235.5279028778244,N/A,new_parameter_combo,rejected,no_support
1.0,30.0,3.0,0.3,False,3.0,28.0,1.0,2.0000000000000004,3.0,3.0,False,2.512336907083499,25.84191836817034,False,False,False,0.0,False,6.000551966958848,403.65153432412546,N/A,new_parameter_combo,rejected,no_support
1.0,30.0,3.5,0.3,False,3.5,26.57142857142857,1.0,2.25,3.5,3.4999999999999996,False,2.2919140249929066,23.713857997405103,False,False,False,0.0,False,6.096163833322372,444.15066183136696,N/A,new_parameter_combo,rejected,no_support
1.0,30.0,3.6,0.3,False,3.6,26.333333333333332,1.0,2.3000000000000007,3.6,3.6000000000000005,False,2.2373965601446115,23.35935668106264,False,False,False,0.0,False,6.065781811168187,430.85939671796535,N/A,new_parameter_combo,rejected,no_support
